"SearchID" "AdID" "Position" "ObjectType" "HistCTR" "IsClick"
"11557" 3380 6720757 1 3 0.000657 0
"11558" 3380 12717240 8 1 NA NA
"11559" 3380 18408565 6 1 NA NA
"11560" 3380 21411714 7 3 0.02248 0
"11561" 3381 10905505 7 3 0.011659 0
"11562" 3381 14117276 8 1 NA NA
"11563" 3381 26735757 2 1 NA NA
"11564" 3381 31876550 6 1 NA NA
"11565" 3381 32163177 1 3 0.010833 0
"11566" 3382 23483118 2 1 NA NA
"11567" 3382 25924513 1 3 0.001074 0
"11568" 3382 35921165 7 3 0.02303 0
"11569" 3383 8832076 8 1 NA NA
"11570" 3383 14398583 6 1 NA NA
"11571" 3383 19671514 7 1 NA NA
"11572" 3383 20963982 1 3 0.007829 0
"11573" 3383 27551237 2 1 NA NA
"11574" 3384 11149420 7 3 0.007623 0
"11575" 3384 15764859 1 3 0.004287 0
"11576" 3385 3391131 8 1 NA NA
"11577" 3385 15799506 2 1 NA NA
"11578" 3385 18891734 1 3 0.020456 0
"11579" 3385 33580701 7 3 0.006694 0
"11580" 3385 33889082 6 1 NA NA
"11581" 3386 15832195 2 1 NA NA
"11582" 3386 18430606 1 3 0.002157 0
"11583" 3386 21357452 7 1 NA NA
"11584" 3386 27519012 8 1 NA NA
"11585" 3386 35181601 6 1 NA NA
"11586" 3387 27927411 7 3 0.001384 0
"11587" 3387 35898882 2 1 NA NA
"11588" 3387 35934928 1 3 0.00722 0
"11589" 3389 7445765 6 1 NA NA
"11590" 3389 13943893 7 1 NA NA
"11591" 3389 18440975 8 1 NA NA
"11592" 3389 22432476 2 2 NA NA
"11593" 3389 32213480 1 3 0.038781 0
"11594" 3390 2170199 2 1 NA NA
"11595" 3390 8957695 8 1 NA NA
"11596" 3390 12530894 6 1 NA NA
"11597" 3390 15682062 1 3 0.008477 0
"11598" 3390 20119670 7 3 0.009258 0
"11599" 3392 12008 7 3 0.003671 0
"11600" 3392 3266749 1 3 0.006788 0
"11601" 3393 18294552 1 3 0.01603 1
"11602" 3393 20112472 6 1 NA NA
"11603" 3393 21602579 2 2 NA NA
"11604" 3393 25738905 7 3 0.002275 0
"11605" 3393 35464052 8 1 NA NA
"11606" 3394 15633733 1 3 0.006042 0
"11607" 3394 20578660 2 2 NA NA
"11608" 3394 31364907 7 3 0.003113 0
"11609" 3395 8119195 6 1 NA NA
"11610" 3395 13768977 1 3 0.004263 0
"11611" 3395 19357919 7 3 1e-05 0
"11612" 3395 21025444 2 1 NA NA
"11613" 3395 31369481 8 1 NA NA
"11614" 3396 15018984 7 3 0.009139 0
"11615" 3396 33940616 1 3 0.014679 0
"11616" 3396 35118299 2 1 NA NA
"11617" 3397 5921461 7 3 0.001686 0
"11618" 3397 11638472 1 3 0.003074 0
"11619" 3397 16676452 6 1 NA NA
"11620" 3397 19464569 2 1 NA NA
"11621" 3397 26519749 8 1 NA NA
"11622" 3398 369066 7 1 NA NA
"11623" 3398 2251965 6 1 NA NA
"11624" 3398 11937506 1 3 0.038188 0
"11625" 3398 29559384 8 1 NA NA
"11626" 3398 36180476 2 2 NA NA
"11627" 3399 12985978 1 3 0.005952 0
"11628" 3399 29793656 7 3 0.002028 0
"11629" 3400 1634797 1 3 0.007172 0
"11630" 3400 26432309 2 2 NA NA
"11631" 3401 13816999 1 3 0.003532 0
"11632" 3402 13809743 1 3 0.034488 0
"11633" 3402 27236181 2 1 NA NA
"11634" 3403 9240314 6 1 NA NA
"11635" 3403 11589877 1 3 0.005587 0
"11636" 3403 23266856 8 1 NA NA
"11637" 3403 24260339 7 3 0.003664 0
"11638" 3403 31502562 2 1 NA NA
"11639" 3404 4982353 7 3 0.016661 0
"11640" 3404 24386899 2 2 NA NA
"11641" 3404 31367860 1 3 0.035114 0
"11642" 3405 6203278 1 3 0.001415 0
"11643" 3405 22040341 6 1 NA NA
"11644" 3405 25583567 2 1 NA NA
"11645" 3405 30103746 8 1 NA NA
"11646" 3405 35921165 7 3 0.027783 0
"11647" 3406 18659877 2 2 NA NA
"11648" 3406 29511493 7 3 0.00166 0
"11649" 3406 32093996 1 3 0.003436 0
"11650" 3407 4801182 1 3 0.017069 0
"11651" 3407 23905439 7 3 0.012108 1
"11652" 3407 25722604 6 1 NA NA
"11653" 3407 26967048 2 2 NA NA
"11654" 3407 34274757 8 1 NA NA
"11655" 3408 220034 1 3 0.003301 0
"11656" 3408 29135166 7 3 0.004404 0
"11657" 3409 9045491 1 3 1e-05 0
"11658" 3410 27778548 1 3 0.004269 0
"11659" 3411 3962412 2 2 NA NA
"11660" 3411 5686648 6 1 NA NA
"11661" 3411 11026807 8 1 NA NA
"11662" 3411 27162087 7 3 0.00304 0
"11663" 3411 35123196 1 3 0.00226 0
"11664" 3412 5212870 8 1 NA NA
"11665" 3412 11317486 7 3 0.004393 0
"11666" 3412 11625516 1 3 0.005722 0
"11667" 3412 19663824 2 2 NA NA
"11668" 3412 29922076 6 1 NA NA
"11669" 3413 22067752 1 3 0.009225 0
"11670" 3413 29295367 7 3 0.000804 0
"11671" 3413 33121845 2 1 NA NA
"11672" 3414 6669280 1 3 0.00641 0
"11673" 3414 7206027 6 1 NA NA
"11674" 3414 31288669 2 2 NA NA
"11675" 3414 35841218 7 3 1e-05 0
"11676" 3414 36881756 8 1 NA NA
"11677" 3415 9629754 6 1 NA NA
"11678" 3415 14511651 1 3 0.002399 0
"11679" 3415 25211319 7 3 0.001133 0
"11680" 3415 26598657 2 1 NA NA
"11681" 3415 33076611 8 1 NA NA
"11682" 3416 15440676 2 1 NA NA
"11683" 3416 29475442 1 3 0.02673 0
"11684" 3417 4392839 2 1 NA NA
"11685" 3417 18899110 1 3 0.040885 0
"11686" 3417 23368978 6 1 NA NA
"11687" 3417 25266311 7 1 NA NA
"11688" 3417 30622557 8 1 NA NA
"11689" 3418 9840503 1 3 0.00909 0
"11690" 3418 20058023 7 3 0.004503 0
"11691" 3419 4170941 1 3 0.002578 0
"11692" 3419 7952970 7 3 0.002761 0
"11693" 3420 3397339 2 1 NA NA
"11694" 3420 12895404 6 1 NA NA
"11695" 3420 28617452 8 1 NA NA
"11696" 3420 33303945 1 3 1e-05 0
"11697" 3420 36760664 7 1 NA NA
"11698" 3421 4146657 1 3 0.01095 0
"11699" 3421 22063370 7 3 0.005587 0
"11700" 3422 347390 7 3 0.002285 0
"11701" 3422 12072433 8 1 NA NA
"11702" 3422 14365854 1 3 0.008839 0
"11703" 3422 29179770 6 1 NA NA
"11704" 3422 32742257 2 2 NA NA
"11705" 3423 19716764 2 1 NA NA
"11706" 3423 30534722 1 3 0.0125 0
"11707" 3423 36377433 7 3 0.006803 0
"11708" 3424 8580895 2 1 NA NA
"11709" 3424 21698291 1 3 1e-05 0
"11710" 3425 798382 7 3 0.002876 0
"11711" 3425 14942506 2 1 NA NA
"11712" 3425 19010110 1 3 0.001197 0
"11713" 3426 3021103 2 1 NA NA
"11714" 3426 4737989 1 3 1e-05 0
"11715" 3426 22969187 8 1 NA NA
"11716" 3426 26665094 7 3 1e-05 0
"11717" 3426 31963824 6 1 NA NA
"11718" 3427 165742 2 2 NA NA
"11719" 3427 10522394 7 3 0.001943 0
"11720" 3427 11546374 1 3 0.001245 0
"11721" 3428 27379225 2 2 NA NA
"11722" 3428 29036731 7 3 0.043111 0
"11723" 3428 30176230 6 1 NA NA
"11724" 3428 34559222 8 1 NA NA
"11725" 3428 36856890 1 3 0.04455 0
"11726" 3429 7358815 1 3 0.002656 0
"11727" 3429 12660936 2 2 NA NA
"11728" 3429 25321375 7 3 0.074297 0
"11729" 3430 1594192 2 1 NA NA
"11730" 3430 8074735 7 1 NA NA
"11731" 3430 9990897 8 1 NA NA
"11732" 3430 23329418 6 1 NA NA
"11733" 3430 30371200 1 3 0.002052 0
"11734" 3431 132950 1 3 0.129328 0
"11735" 3431 21344561 7 3 0.00813 0
"11736" 3431 29814202 2 2 NA NA
"11737" 3432 10845748 2 1 NA NA
"11738" 3432 20397368 7 3 0.007306 0
"11739" 3432 22715514 8 1 NA NA
"11740" 3432 30107661 6 1 NA NA
"11741" 3432 35313211 1 3 0.003139 0
"11742" 3433 2995755 1 3 0.002381 0
"11743" 3433 21534342 7 3 1e-05 0
"11744" 3434 24971613 1 3 0.00125 0
"11745" 3434 33155074 7 3 0.004988 0
"11746" 3435 433125 7 3 0.000357 0
"11747" 3435 550543 6 1 NA NA
"11748" 3435 9494118 8 1 NA NA
"11749" 3435 27909167 2 1 NA NA
"11750" 3435 34423852 1 3 0.002688 0
"11751" 3436 3381834 1 3 0.015674 0
"11752" 3436 6941745 6 1 NA NA
"11753" 3436 27728958 2 1 NA NA
"11754" 3436 28915588 7 3 0.004908 0
"11755" 3436 31519746 8 1 NA NA
"11756" 3437 20755551 2 1 NA NA
"11757" 3437 32720334 1 3 0.00644 0
"11758" 3438 26795430 2 2 NA NA
"11759" 3438 28046054 7 3 0.022153 0
"11760" 3438 29582316 1 3 0.008511 0
"11761" 3439 7891752 2 1 NA NA
"11762" 3439 13195917 7 1 NA NA
"11763" 3439 21455490 6 1 NA NA
"11764" 3439 27298602 8 1 NA NA
"11765" 3439 33662202 1 3 0.008018 0
"11766" 3440 28744706 7 3 1e-05 0
"11767" 3440 30103940 1 3 0.03252 0
"11768" 3442 579645 8 1 NA NA
"11769" 3442 10632115 2 2 NA NA
"11770" 3442 20353387 7 1 NA NA
"11771" 3442 32897009 6 1 NA NA
"11772" 3442 33662202 1 3 0.008315 0
"11773" 3443 5692241 8 1 NA NA
"11774" 3443 10717704 7 3 0.002561 0
"11775" 3443 15725683 6 1 NA NA
"11776" 3443 26322256 2 1 NA NA
"11777" 3443 30921060 1 3 0.006993 0
"11778" 3444 27198172 1 3 0.002786 0
"11779" 3444 30781866 2 2 NA NA
"11780" 3445 3097770 1 3 0.038188 0
"11781" 3445 8601485 2 2 NA NA
"11782" 3445 35572624 7 3 0.003322 0
"11783" 3446 24728248 1 3 0.003001 0
"11784" 3446 26353551 2 2 NA NA
"11785" 3446 27927411 7 3 0.002045 0
"11786" 3447 4151142 6 1 NA NA
"11787" 3447 16321029 2 1 NA NA
"11788" 3447 17861410 8 1 NA NA
"11789" 3447 26532333 7 3 0.006522 0
"11790" 3447 28168979 1 3 0.002525 0
"11791" 3448 17241458 6 1 NA NA
"11792" 3448 20571310 7 3 0.004185 0
"11793" 3448 21626048 2 2 NA NA
"11794" 3448 26033999 1 3 0.013741 0
"11795" 3448 27436288 8 1 NA NA
"11796" 3449 19071285 8 1 NA NA
"11797" 3449 21284977 2 2 NA NA
"11798" 3449 30951020 6 1 NA NA
"11799" 3449 33185955 1 3 0.005088 0
"11800" 3449 34118479 7 3 0.001983 0
"11801" 3450 5282013 2 1 NA NA
"11802" 3450 32978517 1 3 0.003215 0
"11803" 3450 36373089 7 3 0.006091 0
"11804" 3451 30103940 1 3 1e-05 0
"11805" 3452 33662202 1 3 0.006802 0
"11806" 3453 7108927 8 1 NA NA
"11807" 3453 10024283 1 3 0.008811 0
"11808" 3453 20427287 6 1 NA NA
"11809" 3453 28520379 2 2 NA NA
"11810" 3453 33662202 7 3 0.006623 0
"11811" 3454 4660535 1 3 1e-05 0
"11812" 3454 6179504 6 1 NA NA
"11813" 3454 12813747 8 1 NA NA
"11814" 3454 25480382 7 1 NA NA
"11815" 3454 33027439 2 1 NA NA
"11816" 3455 18889261 8 1 NA NA
"11817" 3455 21061205 7 3 0.000882 0
"11818" 3455 25549938 1 3 0.004653 0
"11819" 3455 26035771 2 2 NA NA
"11820" 3455 30928185 6 1 NA NA
"11821" 3456 14793660 6 1 NA NA
"11822" 3456 18069370 1 3 0.023689 0
"11823" 3456 19137015 8 1 NA NA
"11824" 3456 24494362 2 1 NA NA
"11825" 3456 32437237 7 3 0.017737 0
"11826" 3458 1004513 7 1 NA NA
"11827" 3458 2117455 1 3 0.00487 0
"11828" 3458 3445631 2 1 NA NA
"11829" 3458 9401476 8 1 NA NA
"11830" 3458 28020974 6 1 NA NA
"11831" 3459 7227865 2 2 NA NA
"11832" 3459 18483271 6 1 NA NA
"11833" 3459 20017196 7 3 0.009383 0
"11834" 3459 21704026 1 3 0.00216 0
"11835" 3459 26708622 8 1 NA NA
"11836" 3460 3864399 1 3 0.016198 1
"11837" 3460 9711760 8 1 NA NA
"11838" 3460 11383490 7 1 NA NA
"11839" 3460 20048916 6 1 NA NA
"11840" 3460 20483840 2 2 NA NA
"11841" 3461 1030279 2 2 NA NA
"11842" 3461 1999844 7 3 0.001652 0
"11843" 3461 33580701 1 3 0.006518 0
"11844" 3462 723505 7 3 0.003152 0
"11845" 3462 25367402 1 3 0.045311 0
"11846" 3463 1608091 8 1 NA NA
"11847" 3463 13300334 6 1 NA NA
"11848" 3463 17195367 1 3 0.002903 0
"11849" 3463 20077303 2 2 NA NA
"11850" 3463 35728447 7 3 0.002083 0
"11851" 3464 27367760 2 2 NA NA
"11852" 3464 33625676 7 3 0.007634 0
"11853" 3464 35016126 1 3 0.010563 0
"11854" 3465 13636874 2 1 NA NA
"11855" 3465 17665784 8 1 NA NA
"11856" 3465 26037258 1 3 0.003678 0
"11857" 3465 28858373 7 1 NA NA
"11858" 3465 35995831 6 1 NA NA
"11859" 3466 6929894 6 1 NA NA
"11860" 3466 13375896 7 3 0.002325 0
"11861" 3466 27182959 8 1 NA NA
"11862" 3466 29677960 1 3 0.006884 0
"11863" 3466 32030815 2 2 NA NA
"11864" 3467 5657721 2 1 NA NA
"11865" 3467 10905176 1 3 0.020576 0
"11866" 3467 13347005 6 1 NA NA
"11867" 3467 23136073 7 3 1e-05 0
"11868" 3467 23211614 8 1 NA NA
"11869" 3468 1344543 2 1 NA NA
"11870" 3468 32093996 1 3 0.002833 0
"11871" 3468 36544114 7 3 0.001843 0
"11872" 3469 1186100 2 2 NA NA
"11873" 3469 14511651 1 3 0.006369 0
"11874" 3469 27927411 7 3 0.002049 0
"11875" 3470 6115044 1 3 0.023389 0
"11876" 3470 13345408 7 3 0.009214 0
"11877" 3470 13391824 2 2 NA NA
"11878" 3471 6206513 1 3 0.002524 0
"11879" 3471 17394158 7 3 0.002142 0
"11880" 3471 29304446 2 2 NA NA
"11881" 3472 1039706 1 3 0.005556 0
"11882" 3472 3362687 8 1 NA NA
"11883" 3472 5490245 6 1 NA NA
"11884" 3472 12815401 2 2 NA NA
"11885" 3472 25738905 7 3 0.002533 0
"11886" 3473 10141426 7 3 0.015625 0
"11887" 3473 10301312 1 3 0.005682 0
"11888" 3473 29031421 2 2 NA NA
"11889" 3474 2834372 8 1 NA NA
"11890" 3474 16024396 2 1 NA NA
"11891" 3474 21090203 1 3 0.004651 0
"11892" 3474 27285754 7 3 0.002676 0
"11893" 3474 35551072 6 1 NA NA
"11894" 3475 8243381 7 3 0.055792 0
"11895" 3475 10925155 1 3 0.042437 0
"11896" 3475 21535460 6 1 NA NA
"11897" 3475 31542235 8 1 NA NA
"11898" 3475 32500155 2 2 NA NA
"11899" 3476 33066713 1 3 0.009388 0
"11900" 3477 13036302 7 3 0.003088 0
"11901" 3477 15899493 1 3 0.007793 0
"11902" 3477 23001455 6 1 NA NA
"11903" 3477 34759419 8 1 NA NA
"11904" 3477 35974726 2 1 NA NA
"11905" 3478 6336759 8 1 NA NA
"11906" 3478 7563454 7 3 1e-05 0
"11907" 3478 12207681 6 1 NA NA
"11908" 3478 21373047 1 3 1e-05 0
"11909" 3478 21539240 2 1 NA NA
"11910" 3479 6911332 1 3 0.015744 0
"11911" 3479 12657463 8 1 NA NA
"11912" 3479 13637783 6 1 NA NA
"11913" 3479 15875996 2 1 NA NA
"11914" 3479 30962586 7 3 0.001178 0
"11915" 3480 13026050 1 3 0.000712 0
"11916" 3480 20322679 7 3 0.003498 0
"11917" 3480 30297825 8 1 NA NA
"11918" 3480 32491149 6 1 NA NA
"11919" 3480 34240576 2 1 NA NA
"11920" 3481 11801992 1 3 0.002903 0
"11921" 3481 17259711 7 3 0.000807 0
"11922" 3481 23053652 2 2 NA NA
"11923" 3482 10506779 7 3 0.009031 0
"11924" 3482 32137306 1 3 0.002032 0
"11925" 3483 9118580 8 1 NA NA
"11926" 3483 13043517 7 3 0.00168 0
"11927" 3483 19510530 2 2 NA NA
"11928" 3483 24978545 6 1 NA NA
"11929" 3483 33056961 1 3 0.03225 0
"11930" 3484 25707801 1 3 0.00565 0
"11931" 3485 268195 6 1 NA NA
"11932" 3485 4409245 8 1 NA NA
"11933" 3485 7876958 1 3 0.012311 0
"11934" 3485 11144138 7 1 NA NA
"11935" 3487 3104431 6 1 NA NA
"11936" 3487 3960037 7 3 0.001609 0
"11937" 3487 4706803 8 1 NA NA
"11938" 3487 10143191 1 3 0.007143 0
"11939" 3487 19025086 2 2 NA NA
"11940" 3488 337531 1 3 0.004258 0
"11941" 3488 6366317 7 3 0.002243 0
"11942" 3488 11843939 2 1 NA NA
"11943" 3488 23768029 8 2 NA NA
"11944" 3488 36817675 6 1 NA NA
"11945" 3489 8733560 8 1 NA NA
"11946" 3489 14710941 7 1 NA NA
"11947" 3489 18762451 2 1 NA NA
"11948" 3489 19791440 6 1 NA NA
"11949" 3489 23495947 1 3 0.004577 0
"11950" 3490 2876120 8 1 NA NA
"11951" 3490 16047005 6 1 NA NA
"11952" 3490 24758441 7 3 0.004961 0
"11953" 3490 28591143 1 3 0.002553 0
"11954" 3490 35739320 2 2 NA NA
"11955" 3491 26807639 1 3 1e-05 0
"11956" 3492 33390938 1 3 1e-05 0
"11957" 3493 20318852 7 3 1e-05 0
"11958" 3493 35366034 1 3 0.007054 0
"11959" 3494 2902233 7 3 0.004926 0
"11960" 3494 7453083 1 3 0.017618 0
"11961" 3494 11130223 8 1 NA NA
"11962" 3494 20156672 2 2 NA NA
"11963" 3494 23196517 6 1 NA NA
"11964" 3495 20468946 7 3 0.004834 0
"11965" 3495 29016901 1 3 0.002802 0
"11966" 3496 4801182 7 3 0.004771 0
"11967" 3496 23905439 1 3 0.006974 0
"11968" 3496 33488631 2 2 NA NA
"11969" 3497 26266522 2 2 NA NA
"11970" 3497 32892951 1 3 0.002682 0
"11971" 3497 36544114 7 3 0.001988 0
"11972" 3498 3969864 1 3 0.042423 0
"11973" 3498 6764936 7 3 0.002961 0
"11974" 3498 17912395 6 1 NA NA
"11975" 3498 27157843 2 2 NA NA
"11976" 3498 31851069 8 1 NA NA
"11977" 3499 10255128 2 2 NA NA
"11978" 3499 30118109 1 3 0.003323 0
"11979" 3499 33982122 7 3 0.002862 0
"11980" 3500 2376576 8 1 NA NA
"11981" 3500 25963984 7 3 0.002966 0
"11982" 3500 30231547 1 3 0.008722 0
"11983" 3500 33516021 6 1 NA NA
"11984" 3501 1930428 2 1 NA NA
"11985" 3501 2490186 8 1 NA NA
"11986" 3501 18163050 7 3 0.001386 0
"11987" 3501 22216641 6 1 NA NA
"11988" 3501 28779628 1 3 0.001644 0
"11989" 3503 41891 7 3 0.002085 0
"11990" 3503 30854408 1 3 0.00484 0
"11991" 3504 1065301 1 3 0.002339 0
"11992" 3504 4363035 8 1 NA NA
"11993" 3504 17114782 2 1 NA NA
"11994" 3504 21655005 6 1 NA NA
"11995" 3504 28361477 7 3 0.022111 0
"11996" 3505 15682062 1 3 0.005375 0
"11997" 3505 22544360 7 3 0.005334 0
"11998" 3505 33363493 2 2 NA NA
"11999" 3506 4812530 2 1 NA NA
"12000" 3506 10780522 6 1 NA NA
"12001" 3506 12241653 1 3 0.019367 0
"12002" 3506 12908026 8 1 NA NA
"12003" 3506 18945067 7 3 0.010484 0
"12004" 3507 30166582 1 3 1e-05 0
"12005" 3507 33048146 2 2 NA NA
"12006" 3508 14851478 1 3 0.005435 0
"12007" 3508 27460137 7 3 0.006518 0
"12008" 3509 8258226 1 3 0.010753 0
"12009" 3509 12580519 2 2 NA NA
"12010" 3509 28668189 8 1 NA NA
"12011" 3509 30667944 7 3 1e-05 0
"12012" 3509 34604050 6 1 NA NA
"12013" 3510 11135910 6 1 NA NA
"12014" 3510 21933510 1 3 0.001866 0
"12015" 3510 27649596 2 1 NA NA
"12016" 3510 33967123 7 3 0.002653 0
"12017" 3510 35393650 8 1 NA NA
"12018" 3511 32661133 1 3 0.001435 0
"12019" 3512 17472147 7 3 0.018169 0
"12020" 3512 25860200 6 1 NA NA
"12021" 3512 28523381 2 1 NA NA
"12022" 3512 30139246 8 1 NA NA
"12023" 3512 33167840 1 3 0.002767 0
"12024" 3513 4071622 7 3 0.001154 0
"12025" 3513 24039870 1 3 0.002141 0
"12026" 3514 6690728 7 3 0.036121 0
"12027" 3514 6720757 1 3 0.000861 0
"12028" 3515 2544407 7 3 0.043377 0
"12029" 3515 10292492 2 2 NA NA
"12030" 3515 10714708 1 3 0.00309 0
"12031" 3516 2813295 2 2 NA NA
"12032" 3516 6718074 1 3 0.028571 0
"12033" 3516 25518067 7 3 1e-05 0
"12034" 3517 2861946 1 3 0.003045 0
"12035" 3517 8356720 7 1 NA NA
"12036" 3517 8693632 2 1 NA NA
"12037" 3517 20272781 8 1 NA NA
"12038" 3517 34716283 6 1 NA NA
"12039" 3518 10987434 1 3 0.018879 0
"12040" 3518 17024285 7 3 0.009102 0
"12041" 3518 29789131 2 2 NA NA
"12042" 3519 16422017 7 3 0.001667 0
"12043" 3519 16986903 1 3 0.005263 0
"12044" 3521 25678701 1 3 0.005882 0
"12045" 3521 33825578 2 2 NA NA
"12046" 3521 36544114 7 3 0.002139 0
"12047" 3522 4188036 6 1 NA NA
"12048" 3522 20870789 8 1 NA NA
"12049" 3522 25738905 7 3 0.002452 0
"12050" 3522 29723859 2 1 NA NA
"12051" 3522 29931312 1 3 0.004405 0
"12052" 3523 15449536 1 3 0.004525 0
"12053" 3523 21541868 7 3 0.002257 0
"12054" 3524 6932612 2 1 NA NA
"12055" 3524 31601189 1 3 1e-05 0
"12056" 3525 6522297 1 3 0.03193 0
"12057" 3525 36776249 2 2 NA NA
"12058" 3526 5803814 7 3 0.004394 0
"12059" 3526 8687423 8 1 NA NA
"12060" 3526 13686235 6 1 NA NA
"12061" 3526 13824260 2 1 NA NA
"12062" 3526 36753445 1 3 0.013827 0
"12063" 3527 14880485 7 3 0.001104 0
"12064" 3527 21475541 1 3 0.013334 0
"12065" 3527 34650288 2 2 NA NA
"12066" 3528 29911845 2 2 NA NA
"12067" 3528 32093996 1 3 0.003534 0
"12068" 3528 36544114 7 3 0.001888 0
"12069" 3529 3338670 7 1 NA NA
"12070" 3529 10883830 8 1 NA NA
"12071" 3529 11318027 2 1 NA NA
"12072" 3529 19764159 6 1 NA NA
"12073" 3529 32303034 1 3 1e-05 0
"12074" 3530 487400 7 3 0.000894 0
"12075" 3530 5835167 1 3 0.002673 0
"12076" 3530 10702800 2 2 NA NA
"12077" 3531 3553250 2 1 NA NA
"12078" 3531 18486279 7 3 0.002227 0
"12079" 3531 31854560 1 3 0.007463 0
"12080" 3532 8072073 8 1 NA NA
"12081" 3532 18656236 2 2 NA NA
"12082" 3532 20065240 6 1 NA NA
"12083" 3532 29126298 1 3 0.00395 0
"12084" 3532 32093996 7 3 0.002704 0
"12085" 3533 8958979 2 1 NA NA
"12086" 3533 21519281 1 3 0.005624 0
"12087" 3534 13651752 1 3 0.002276 0
"12088" 3534 18182144 2 1 NA NA
"12089" 3534 21941298 6 1 NA NA
"12090" 3534 27744807 7 1 NA NA
"12091" 3534 36699201 8 1 NA NA
"12092" 3535 948581 8 1 NA NA
"12093" 3535 24455356 2 2 NA NA
"12094" 3535 25684481 1 3 0.002185 0
"12095" 3535 30255830 6 1 NA NA
"12096" 3535 36441454 7 3 0.000603 0
"12097" 3536 14989067 1 3 1e-05 0
"12098" 3537 23962514 2 1 NA NA
"12099" 3537 33044409 1 3 0.007039 0
"12100" 3538 6925819 1 3 0.007811 0
"12101" 3538 14207907 7 3 0.007165 0
"12102" 3539 5174169 7 3 0.005618 0
"12103" 3539 13782622 6 1 NA NA
"12104" 3539 28216412 2 1 NA NA
"12105" 3539 28678623 8 1 NA NA
"12106" 3539 33072553 1 3 0.020619 0
"12107" 3541 28196987 1 3 1e-05 0
"12108" 3542 19824509 1 3 0.006577 0
"12109" 3542 32369167 2 1 NA NA
"12110" 3543 1226727 7 3 0.002727 0
"12111" 3543 5386094 2 2 NA NA
"12112" 3543 9312272 1 3 0.022278 0
"12113" 3544 5020078 7 1 NA NA
"12114" 3544 7556601 6 1 NA NA
"12115" 3544 19296443 1 3 0.005035 0
"12116" 3544 21359093 8 1 NA NA
"12117" 3544 30793200 2 1 NA NA
"12118" 3545 7710791 1 3 0.001629 0
"12119" 3545 13444496 7 3 0.003323 0
"12120" 3546 17621641 1 3 0.069471 0
"12121" 3546 28175502 2 2 NA NA
"12122" 3546 36544114 7 3 0.001859 0
"12123" 3547 10506779 7 3 0.005435 0
"12124" 3547 31905318 1 3 0.011033 0
"12125" 3548 1168030 1 3 0.00352 0
"12126" 3548 12464980 7 3 0.002406 0
"12127" 3548 14516826 2 1 NA NA
"12128" 3549 1436367 7 1 NA NA
"12129" 3549 13606423 1 3 1e-05 0
"12130" 3549 18058031 8 1 NA NA
"12131" 3549 31521999 2 1 NA NA
"12132" 3549 33849730 6 1 NA NA
"12133" 3550 5792817 7 1 NA NA
"12134" 3550 7657902 2 1 NA NA
"12135" 3550 13220879 8 1 NA NA
"12136" 3550 27664552 6 1 NA NA
"12137" 3550 30991766 1 3 0.008532 0
"12138" 3551 8881795 2 2 NA NA
"12139" 3551 27927411 7 3 0.00213 0
"12140" 3551 33036600 1 3 0.042429 0
"12141" 3552 1099809 7 3 0.011933 0
"12142" 3552 13640967 2 2 NA NA
"12143" 3552 23481278 1 3 0.009698 0
"12144" 3553 1835664 2 1 NA NA
"12145" 3553 5184150 7 3 0.007132 0
"12146" 3553 9389620 6 1 NA NA
"12147" 3553 19416202 8 1 NA NA
"12148" 3553 31565576 1 3 0.033192 0
"12149" 3554 6008021 2 2 NA NA
"12150" 3554 20777277 6 1 NA NA
"12151" 3554 26598599 1 3 0.002421 0
"12152" 3554 29737133 8 1 NA NA
"12153" 3554 34356304 7 3 1e-05 0
"12154" 3555 8174250 2 1 NA NA
"12155" 3555 11302857 7 3 0.003644 0
"12156" 3555 17405794 8 1 NA NA
"12157" 3555 17453815 1 3 0.009238 0
"12158" 3555 19464490 6 1 NA NA
"12159" 3557 1555043 8 1 NA NA
"12160" 3557 8910380 1 3 0.006484 0
"12161" 3557 15512546 7 3 0.000907 0
"12162" 3557 28615283 6 1 NA NA
"12163" 3557 35498727 2 2 NA NA
"12164" 3558 12903433 1 3 0.006651 0
"12165" 3558 31858915 7 3 0.001999 0
"12166" 3559 7880228 7 3 0.00424 0
"12167" 3559 12464980 1 3 0.009019 0
"12168" 3559 27850340 8 1 NA NA
"12169" 3559 28969417 2 1 NA NA
"12170" 3559 35845211 6 1 NA NA
"12171" 3560 1883205 2 1 NA NA
"12172" 3560 4315771 1 3 0.005983 0
"12173" 3561 7041898 2 2 NA NA
"12174" 3561 16904117 7 3 0.002545 0
"12175" 3561 23794865 1 3 0.029701 0
"12176" 3561 29367125 8 1 NA NA
"12177" 3561 34380461 6 1 NA NA
"12178" 3562 8916641 7 3 0.009958 0
"12179" 3562 14527256 2 2 NA NA
"12180" 3562 15764859 1 3 0.004221 0
"12181" 3563 1911870 1 3 0.028846 0
"12182" 3563 23240965 2 2 NA NA
"12183" 3563 35008375 7 3 0.003406 0
"12184" 3564 20752876 1 3 0.00575 0
"12185" 3564 23304247 7 3 0.002236 0
"12186" 3564 25233376 6 1 NA NA
"12187" 3564 34555434 8 1 NA NA
"12188" 3564 34621710 2 2 NA NA
"12189" 3565 5930763 1 3 0.005151 0
"12190" 3565 32294184 7 3 0.015508 0
"12191" 3566 6673301 2 1 NA NA
"12192" 3566 18068311 1 3 0.004902 0
