"SearchID" "AdID" "Position" "ObjectType" "HistCTR" "IsClick"
"1381" 411 35159699 1 3 0.005 0
"1382" 411 36462742 7 3 1e-05 0
"1383" 412 16826533 6 1 NA NA
"1384" 412 21649152 1 3 0.005436 0
"1385" 412 26049171 8 1 NA NA
"1386" 412 31467262 7 1 NA NA
"1387" 413 1386060 1 3 0.012987 0
"1388" 413 9037713 6 1 NA NA
"1389" 413 15742835 2 1 NA NA
"1390" 413 29405931 8 1 NA NA
"1391" 413 30130770 7 1 NA NA
"1392" 414 24546183 7 3 0.007565 0
"1393" 414 29931312 1 3 0.005947 0
"1394" 415 12088796 7 3 0.001348 0
"1395" 415 36521773 1 3 0.00247 0
"1396" 416 6894349 7 3 0.005109 0
"1397" 416 14412705 8 1 NA NA
"1398" 416 18134990 6 1 NA NA
"1399" 416 21025614 2 1 NA NA
"1400" 416 29760908 1 3 0.001492 0
"1401" 417 3948848 7 3 0.003027 0
"1402" 417 4041170 8 1 NA NA
"1403" 417 23530785 6 1 NA NA
"1404" 417 28070889 1 3 0.009379 0
"1405" 417 35248163 2 1 NA NA
"1406" 418 2870597 1 3 0.006369 0
"1407" 418 15521651 6 1 NA NA
"1408" 418 20402202 7 3 0.001511 0
"1409" 418 29118519 2 1 NA NA
"1410" 418 35936049 8 1 NA NA
"1411" 419 4607175 7 3 0.007477 0
"1412" 419 23599583 1 3 0.001375 0
"1413" 420 24554942 1 3 0.006122 0
"1414" 421 1990616 8 1 NA NA
"1415" 421 8251916 7 3 0.001536 0
"1416" 421 8339291 6 1 NA NA
"1417" 421 14729341 1 3 0.005153 0
"1418" 421 27290334 2 1 NA NA
"1419" 422 515296 2 2 NA NA
"1420" 422 23905439 1 3 0.008158 0
"1421" 422 34084553 7 3 0.002997 0
"1422" 423 3068962 2 2 NA NA
"1423" 423 34562496 7 3 0.039045 0
"1424" 423 36035332 1 3 0.005725 0
"1425" 424 7006904 8 1 NA NA
"1426" 424 10462497 6 1 NA NA
"1427" 424 14447673 1 3 0.000701 0
"1428" 424 17511261 7 3 0.003058 0
"1429" 425 2861946 7 3 0.001828 0
"1430" 425 29295367 1 3 0.000974 0
"1431" 425 31376457 2 1 NA NA
"1432" 426 13338147 6 1 NA NA
"1433" 426 28978784 2 2 NA NA
"1434" 426 32749356 7 3 0.003108 0
"1435" 426 33193759 1 3 0.010526 0
"1436" 426 34059535 8 1 NA NA
"1437" 428 10880699 2 2 NA NA
"1438" 428 16213137 1 3 0.00134 0
"1439" 429 15151 2 1 NA NA
"1440" 429 1529066 1 3 0.011562 0
"1441" 429 4890068 6 1 NA NA
"1442" 429 18512853 7 1 NA NA
"1443" 429 26015926 8 1 NA NA
"1444" 430 7626826 8 1 NA NA
"1445" 430 14390097 7 3 0.008197 0
"1446" 430 16487074 2 2 NA NA
"1447" 430 17206589 1 3 0.00432 0
"1448" 430 19997003 6 1 NA NA
"1449" 431 10535678 7 3 0.005136 0
"1450" 431 17054117 1 3 0.010941 0
"1451" 433 29523630 1 3 0.003268 0
"1452" 434 10180421 8 1 NA NA
"1453" 434 28672973 1 3 0.005214 0
"1454" 434 29010686 2 1 NA NA
"1455" 434 31648735 6 1 NA NA
"1456" 434 35683204 7 3 0.002931 0
"1457" 435 8114990 7 3 1e-05 0
"1458" 435 20833626 1 3 0.037149 0
"1459" 435 29730742 2 1 NA NA
"1460" 436 1721680 7 3 0.004318 0
"1461" 436 17499185 2 1 NA NA
"1462" 436 19880051 1 3 0.017133 0
"1463" 437 5789926 7 3 0.005803 0
"1464" 437 18011279 1 3 0.010782 0
"1465" 437 32880898 2 1 NA NA
"1466" 438 3044406 2 2 NA NA
"1467" 438 20069581 7 3 0.001996 0
"1468" 438 29135166 1 3 0.004846 1
"1469" 439 3324933 6 1 NA NA
"1470" 439 15034102 2 2 NA NA
"1471" 439 19684935 1 3 0.009089 0
"1472" 439 21770455 8 1 NA NA
"1473" 439 33586049 7 3 0.004095 0
"1474" 440 5316459 2 1 NA NA
"1475" 440 17719816 1 3 0.00624 0
"1476" 440 32093996 7 3 0.003681 0
"1477" 441 2861946 7 3 0.001777 0
"1478" 441 29295367 1 3 0.000927 0
"1479" 442 10163735 8 1 NA NA
"1480" 442 13671281 1 3 0.018287 0
"1481" 442 14710899 2 2 NA NA
"1482" 442 32995051 6 1 NA NA
"1483" 442 33549686 7 3 0.005544 0
"1484" 443 30214373 1 3 0.021622 0
"1485" 444 7710791 7 3 0.003171 0
"1486" 444 12896268 2 1 NA NA
"1487" 444 16641932 1 3 0.015345 0
"1488" 444 19654985 8 1 NA NA
"1489" 444 30135941 6 1 NA NA
"1490" 445 6656497 6 1 NA NA
"1491" 445 9993894 1 3 0.027429 0
"1492" 445 12619686 2 1 NA NA
"1493" 445 14606870 7 1 NA NA
"1494" 445 28560711 8 1 NA NA
"1495" 446 26110723 1 3 1e-05 0
"1496" 448 2057 6 1 NA NA
"1497" 448 555511 1 3 0.007562 0
"1498" 448 5514049 7 3 0.002207 0
"1499" 448 8581912 2 1 NA NA
"1500" 448 29684776 8 1 NA NA
"1501" 449 2432808 7 3 1e-05 0
"1502" 449 5934194 1 3 0.027429 0
"1503" 450 2555759 8 1 NA NA
"1504" 450 29325031 2 1 NA NA
"1505" 450 30041644 6 1 NA NA
"1506" 450 32431022 1 3 0.002865 0
"1507" 450 36763011 7 1 NA NA
"1508" 451 3378100 1 3 0.007018 0
"1509" 451 13201843 2 1 NA NA
"1510" 451 20428163 8 1 NA NA
"1511" 451 29823067 7 1 NA NA
"1512" 451 31632275 6 1 NA NA
"1513" 452 4980878 2 1 NA NA
"1514" 452 12096731 8 1 NA NA
"1515" 452 14546455 1 3 0.01458 0
"1516" 452 15189119 6 1 NA NA
"1517" 452 17964927 7 3 0.002005 0
"1518" 453 6355230 2 2 NA NA
"1519" 453 20341647 8 1 NA NA
"1520" 453 23205043 6 1 NA NA
"1521" 453 28610579 1 3 0.005695 0
"1522" 453 32370130 7 3 0.001318 0
"1523" 454 9023568 6 1 NA NA
"1524" 454 10831325 2 1 NA NA
"1525" 454 14880485 7 3 0.000456 0
"1526" 454 27076987 8 1 NA NA
"1527" 454 33167840 1 3 0.002575 0
"1528" 455 2423805 8 1 NA NA
"1529" 455 3044266 6 1 NA NA
"1530" 455 21151837 2 1 NA NA
"1531" 455 25984006 7 1 NA NA
"1532" 455 30170259 1 3 0.005193 0
"1533" 456 4390192 1 3 0.004798 0
"1534" 456 12060616 2 2 NA NA
"1535" 456 17983265 7 3 0.00292 0
"1536" 457 15945366 1 3 0.007293 0
"1537" 458 8172385 7 3 0.002738 0
"1538" 458 8228421 1 3 0.013216 0
"1539" 458 18578618 2 2 NA NA
"1540" 458 22271239 8 1 NA NA
"1541" 458 22428012 6 1 NA NA
"1542" 459 3322706 2 1 NA NA
"1543" 459 8520960 7 3 0.006171 0
"1544" 459 10400851 1 3 0.013457 0
"1545" 460 2279228 7 3 1e-05 0
"1546" 460 33257735 1 3 1e-05 0
"1547" 461 11054477 8 1 NA NA
"1548" 461 20506317 6 1 NA NA
"1549" 461 21789433 7 3 0.004768 0
"1550" 461 26164124 1 3 0.015823 0
"1551" 461 27527998 2 2 NA NA
"1552" 462 16082666 2 2 NA NA
"1553" 462 20249273 1 3 0.059394 0
"1554" 462 27927411 7 3 0.001871 0
"1555" 463 18225337 2 2 NA NA
"1556" 463 20978961 6 1 NA NA
"1557" 463 25678701 1 3 0.00634 0
"1558" 463 26222669 8 1 NA NA
"1559" 463 35474830 7 3 0.008191 0
"1560" 464 2347420 8 1 NA NA
"1561" 464 16050410 7 1 NA NA
"1562" 464 30371200 1 3 0.002402 0
"1563" 464 33140828 6 1 NA NA
"1564" 465 19937876 7 3 0.012483 0
"1565" 465 27878128 2 2 NA NA
"1566" 465 33586049 1 3 0.004043 0
"1567" 466 6955209 7 3 0.007163 1
"1568" 466 30747144 1 3 0.017629 0
"1569" 467 5098366 1 3 0.005328 0
"1570" 467 6810180 8 1 NA NA
"1571" 467 8070783 2 2 NA NA
"1572" 467 14755358 6 1 NA NA
"1573" 467 16523124 7 3 0.043649 0
"1574" 468 15945366 1 3 0.009755 0
"1575" 468 16511894 2 2 NA NA
"1576" 469 1667816 2 1 NA NA
"1577" 469 6115044 1 3 0.0232 0
"1578" 469 14883175 8 1 NA NA
"1579" 469 28284041 7 1 NA NA
"1580" 469 31170240 6 1 NA NA
"1581" 470 35726204 7 3 0.003261 0
"1582" 470 36536965 1 3 0.004802 0
"1583" 471 5108697 1 3 0.012376 0
"1584" 471 21028159 8 1 NA NA
"1585" 471 24261273 7 3 0.006342 0
"1586" 471 27504060 2 1 NA NA
"1587" 471 34238128 6 1 NA NA
"1588" 472 18620342 2 1 NA NA
"1589" 472 21585207 1 3 0.006623 0
"1590" 472 23910942 7 3 0.001703 0
"1591" 473 3053032 7 3 0.004744 0
"1592" 473 14215938 1 3 0.003228 0
"1593" 473 20321943 8 1 NA NA
"1594" 473 20936896 2 2 NA NA
"1595" 473 29350201 6 1 NA NA
"1596" 474 18524456 7 3 1e-05 0
"1597" 474 31488448 1 3 1e-05 0
"1598" 475 26201723 7 3 1.8e-05 0
"1599" 475 35216544 1 3 1e-05 0
"1600" 476 12210655 1 3 0.002566 0
"1601" 476 15033994 7 3 0.008809 0
"1602" 476 17291568 8 1 NA NA
"1603" 476 18376266 6 1 NA NA
"1604" 476 25949310 2 1 NA NA
"1605" 477 2813584 2 2 NA NA
"1606" 477 5552616 6 1 NA NA
"1607" 477 6813620 8 1 NA NA
"1608" 477 8481560 7 3 0.003916 0
"1609" 477 20017196 1 3 0.005092 0
"1610" 478 13154354 7 1 NA NA
"1611" 478 13178651 1 3 0.007233 0
"1612" 478 21308377 2 2 NA NA
"1613" 478 29442675 8 1 NA NA
"1614" 478 32695751 6 1 NA NA
"1615" 479 4033892 8 1 NA NA
"1616" 479 8070535 6 1 NA NA
"1617" 479 17379823 2 1 NA NA
"1618" 479 21411714 7 3 0.019845 0
"1619" 479 26166966 1 3 0.001147 0
"1620" 480 11638472 1 3 0.002322 0
"1621" 480 11858767 6 1 NA NA
"1622" 480 20760001 7 3 0.029361 0
"1623" 480 30072924 8 1 NA NA
"1624" 480 33870196 2 1 NA NA
"1625" 481 5236465 2 2 NA NA
"1626" 481 18294552 1 3 0.006797 0
"1627" 481 26778539 7 3 0.003423 0
"1628" 482 876190 7 1 NA NA
"1629" 482 12003592 1 3 0.000742 0
"1630" 482 15129764 6 1 NA NA
"1631" 482 19724799 8 1 NA NA
"1632" 482 31386105 2 2 NA NA
"1633" 483 7157639 2 2 NA NA
"1634" 483 9413853 1 3 0.010949 0
"1635" 484 90746 1 3 0.003205 0
"1636" 484 5130943 7 1 NA NA
"1637" 484 15153294 6 1 NA NA
"1638" 484 32420259 8 1 NA NA
"1639" 484 36631571 2 1 NA NA
"1640" 485 17257182 1 3 0.007788 0
"1641" 485 21121397 7 1 NA NA
"1642" 485 24513799 2 2 NA NA
"1643" 485 28712676 8 1 NA NA
"1644" 485 34656559 6 1 NA NA
"1645" 486 11683737 6 1 NA NA
"1646" 486 12338106 7 3 0.001767 0
"1647" 486 12694027 2 1 NA NA
"1648" 486 22110362 8 1 NA NA
"1649" 486 29246401 1 3 0.00241 0
"1650" 487 10274526 1 3 1e-05 0
"1651" 487 33465500 7 3 1e-05 0
"1652" 488 2891720 7 3 0.004461 0
"1653" 488 8564217 6 1 NA NA
"1654" 488 10728168 2 1 NA NA
"1655" 488 20058023 1 3 0.008362 0
"1656" 488 23425440 8 1 NA NA
"1657" 489 22661496 7 3 0.005224 0
"1658" 489 30747144 1 3 0.003607 0
"1659" 490 12276788 7 3 0.003948 0
"1660" 490 20673724 1 3 0.01162 0
"1661" 491 10264251 2 2 NA NA
"1662" 491 13671281 1 3 0.021212 0
"1663" 491 23172886 8 1 NA NA
"1664" 491 29065184 6 1 NA NA
"1665" 491 29358900 7 3 0.003016 0
"1666" 492 7608837 2 1 NA NA
"1667" 492 24285789 8 1 NA NA
"1668" 492 32647029 7 1 NA NA
"1669" 492 33471973 6 1 NA NA
"1670" 492 36459962 1 3 0.007874 0
"1671" 493 4283109 2 1 NA NA
"1672" 493 12883206 7 3 0.00094 0
"1673" 493 18122184 1 3 0.016561 0
"1674" 494 7227655 2 1 NA NA
"1675" 494 27927411 7 3 0.001762 0
"1676" 494 33211645 1 3 0.011561 0
"1677" 495 3948848 7 3 0.002138 0
"1678" 495 9172076 1 3 0.005624 0
"1679" 495 20445520 6 1 NA NA
"1680" 495 22862681 8 1 NA NA
"1681" 495 23639502 2 2 NA NA
"1682" 496 2319168 7 3 0.001749 0
"1683" 496 17997132 6 1 NA NA
"1684" 496 23983144 1 3 0.007477 0
"1685" 496 26731688 2 2 NA NA
"1686" 496 32284985 8 1 NA NA
"1687" 497 1284097 6 1 NA NA
"1688" 497 2057489 1 3 0.001319 0
"1689" 497 8203429 2 1 NA NA
"1690" 497 8630424 7 3 0.004837 0
"1691" 497 23898168 8 1 NA NA
"1692" 498 7937914 6 1 NA NA
"1693" 498 17453815 1 3 0.006473 0
"1694" 498 23234522 2 2 NA NA
"1695" 498 29931312 7 3 0.016661 0
"1696" 498 31121714 8 1 NA NA
"1697" 499 13811437 1 3 0.000739 0
"1698" 499 17554570 2 2 NA NA
"1699" 499 20069581 7 3 1e-05 0
"1700" 500 2081944 1 3 0.03318 0
"1701" 500 9064613 2 1 NA NA
"1702" 500 10014591 6 1 NA NA
"1703" 500 23054908 8 1 NA NA
"1704" 500 35418940 7 3 0.002551 0
"1705" 501 7425799 1 3 0.00277 0
"1706" 501 19438372 7 1 NA NA
"1707" 501 28592947 8 1 NA NA
"1708" 501 35959528 6 1 NA NA
"1709" 502 10725134 1 3 0.030324 0
"1710" 502 21064364 2 1 NA NA
"1711" 502 28672973 7 3 0.004396 0
"1712" 503 8916641 7 3 0.011256 0
"1713" 503 20512168 1 3 0.002469 0
"1714" 503 22616284 2 2 NA NA
"1715" 504 12736187 1 3 0.006322 0
"1716" 504 20318338 7 1 NA NA
"1717" 504 29387849 8 1 NA NA
"1718" 504 30626922 2 1 NA NA
"1719" 504 36786430 6 1 NA NA
"1720" 506 19257883 1 3 1e-05 0
"1721" 507 5513901 7 3 0.001585 0
"1722" 507 12222620 8 1 NA NA
"1723" 507 17097127 2 1 NA NA
"1724" 507 25315196 1 3 0.003361 0
"1725" 507 36667834 6 1 NA NA
"1726" 508 4527893 6 1 NA NA
"1727" 508 6853437 1 3 0.006623 0
"1728" 508 15656524 7 3 0.005635 0
"1729" 508 24450037 8 1 NA NA
"1730" 508 26038506 2 1 NA NA
"1731" 509 4115697 6 1 NA NA
"1732" 509 21717354 8 1 NA NA
"1733" 509 22096247 1 3 0.016664 0
"1734" 509 23285875 2 2 NA NA
"1735" 509 36414129 7 3 0.01658 0
"1736" 510 29157646 1 3 0.00223 0
"1737" 511 19890528 7 3 0.004394 0
"1738" 511 36362541 1 3 0.012753 0
"1739" 512 3987146 2 2 NA NA
"1740" 512 19988327 1 3 0.043897 0
"1741" 512 20856659 6 1 NA NA
"1742" 512 29793656 7 3 0.002411 0
"1743" 512 33467503 8 1 NA NA
"1744" 513 2178294 7 3 0.005444 0
"1745" 513 22881617 1 3 0.012715 0
"1746" 513 33054144 2 1 NA NA
"1747" 514 8166590 7 3 0.005569 0
"1748" 514 11362281 1 3 0.007678 0
"1749" 515 212187 1 3 0.027174 0
"1750" 515 26748020 2 2 NA NA
"1751" 515 35016126 7 3 0.008299 0
"1752" 516 17672781 8 1 NA NA
"1753" 516 19483259 1 3 0.014458 0
"1754" 516 28351405 2 1 NA NA
"1755" 516 32056806 7 3 0.00306 0
"1756" 516 36569682 6 1 NA NA
"1757" 517 6051610 2 2 NA NA
"1758" 517 8916641 7 3 0.018583 0
"1759" 517 24490909 6 1 NA NA
"1760" 517 31523958 1 3 0.002573 0
"1761" 517 33725649 8 1 NA NA
"1762" 518 7958546 2 1 NA NA
"1763" 518 22498496 6 1 NA NA
"1764" 518 24728248 1 3 0.004281 1
"1765" 518 27927411 7 3 0.001764 0
"1766" 518 30073098 8 1 NA NA
"1767" 519 12241653 1 3 0.064822 0
"1768" 519 26761646 2 1 NA NA
"1769" 520 5106883 1 3 0.002398 0
"1770" 520 6357630 8 1 NA NA
"1771" 520 7255941 7 3 0.00076 0
"1772" 520 9173314 6 1 NA NA
"1773" 520 23008430 2 2 NA NA
"1774" 521 7702050 2 1 NA NA
"1775" 521 15620936 7 3 0.004751 0
"1776" 521 19010110 1 3 0.001011 0
"1777" 522 2179324 2 1 NA NA
"1778" 522 2902233 7 3 0.009327 0
"1779" 522 11244221 8 1 NA NA
"1780" 522 11541838 6 1 NA NA
"1781" 522 31565576 1 3 0.034624 0
"1782" 523 4202240 6 1 NA NA
"1783" 523 10889506 1 3 0.00189 0
"1784" 523 24069309 7 1 NA NA
"1785" 523 31782203 8 1 NA NA
"1786" 524 6735738 1 3 0.007465 0
"1787" 524 21865837 7 3 0.008957 0
"1788" 524 22743375 2 1 NA NA
"1789" 525 11210254 6 1 NA NA
"1790" 525 24953810 8 1 NA NA
"1791" 525 26663743 2 2 NA NA
"1792" 525 35648243 7 3 0.006946 0
"1793" 525 36507465 1 3 0.008816 0
"1794" 526 10950997 2 2 NA NA
"1795" 526 15945366 1 3 0.006931 0
"1796" 526 18048910 7 1 NA NA
"1797" 526 23488320 6 1 NA NA
"1798" 526 35750659 8 1 NA NA
"1799" 527 16904117 7 3 0.002552 0
"1800" 527 27275713 1 3 0.014924 0
"1801" 528 7450512 1 3 1e-05 0
"1802" 529 1839799 1 3 0.038188 0
"1803" 529 2359895 7 3 0.01028 0
"1804" 530 832224 2 1 NA NA
"1805" 530 16881285 8 1 NA NA
"1806" 530 20505233 7 3 1e-05 0
"1807" 530 20974342 6 1 NA NA
"1808" 530 24951011 1 3 0.011799 0
"1809" 531 12850852 2 2 NA NA
"1810" 531 14207907 1 3 0.01124 0
"1811" 531 19937876 7 3 0.014536 0
"1812" 532 1168030 1 3 0.002244 0
"1813" 532 12464980 7 3 0.001898 0
"1814" 532 12758065 2 2 NA NA
"1815" 532 16776899 8 1 NA NA
"1816" 532 24737800 6 1 NA NA
"1817" 533 16674260 6 1 NA NA
"1818" 533 21995775 1 3 0.008 0
"1819" 533 26636984 7 1 NA NA
"1820" 533 28769220 8 1 NA NA
"1821" 534 1634797 1 3 0.009519 0
"1822" 534 15255600 2 2 NA NA
"1823" 534 25321375 7 3 0.007752 0
"1824" 534 28392990 8 1 NA NA
"1825" 534 33086825 6 1 NA NA
"1826" 535 4811610 8 1 NA NA
"1827" 535 5734596 1 3 0.005647 0
"1828" 535 13956777 6 1 NA NA
"1829" 535 18940101 2 2 NA NA
"1830" 535 23503366 7 1 NA NA
"1831" 536 301451 2 2 NA NA
"1832" 536 11566907 6 2 NA NA
"1833" 536 24455110 1 3 1e-05 1
"1834" 536 26961191 7 1 NA NA
"1835" 536 32388528 8 1 NA NA
"1836" 537 19118722 8 1 NA NA
"1837" 537 27927411 7 3 0.00305 0
"1838" 537 30400988 2 2 NA NA
"1839" 537 31383187 6 1 NA NA
"1840" 537 33756041 1 3 0.090183 0
"1841" 539 10179929 6 1 NA NA
"1842" 539 18182423 7 1 NA NA
"1843" 539 21887303 2 1 NA NA
"1844" 539 28647018 8 1 NA NA
"1845" 539 33215783 1 3 0.006667 0
"1846" 540 3596797 6 1 NA NA
"1847" 540 9246302 1 3 0.008715 0
"1848" 540 10722826 7 3 0.005477 0
"1849" 540 17082989 2 1 NA NA
"1850" 540 24586785 8 1 NA NA
"1851" 541 19880051 7 3 0.011461 0
"1852" 541 34965624 1 3 0.003797 0
"1853" 542 680804 1 3 0.007315 0
"1854" 542 27596828 7 3 0.011858 0
"1855" 543 340049 1 3 0.002473 0
"1856" 543 28429521 8 1 NA NA
"1857" 543 33966055 6 1 NA NA
"1858" 543 34198444 7 1 NA NA
"1859" 543 36892612 2 2 NA NA
"1860" 544 6115044 1 3 0.02694 0
"1861" 544 18166316 8 1 NA NA
"1862" 544 21649152 7 3 0.004051 0
"1863" 544 28254324 2 1 NA NA
"1864" 544 33249206 6 1 NA NA
"1865" 545 5106883 1 3 0.032214 0
"1866" 545 16727911 6 1 NA NA
"1867" 545 17411214 8 1 NA NA
"1868" 545 25934993 7 3 0.004546 0
"1869" 546 2456256 1 3 0.007313 0
"1870" 546 3132979 6 1 NA NA
"1871" 546 24189656 7 3 0.002342 0
"1872" 546 27714004 2 1 NA NA
"1873" 546 29151475 8 1 NA NA
"1874" 547 1155980 7 3 0.002846 0
"1875" 547 1734691 8 1 NA NA
"1876" 547 13255916 2 1 NA NA
"1877" 547 24947973 1 3 0.00224 0
"1878" 547 35063346 6 1 NA NA
"1879" 548 21586963 1 3 0.009913 0
"1880" 548 23175614 2 2 NA NA
"1881" 549 12813500 2 2 NA NA
"1882" 549 17453815 1 3 0.017242 0
"1883" 549 25738905 7 3 0.003225 0
"1884" 550 3405914 1 3 0.004603 0
"1885" 550 11220425 2 1 NA NA
"1886" 550 19527975 7 3 0.004851 0
"1887" 551 1061551 7 1 NA NA
"1888" 551 17334374 6 1 NA NA
"1889" 551 22148143 8 1 NA NA
"1890" 551 26347783 1 3 0.004656 0
"1891" 551 30789079 2 1 NA NA
"1892" 552 13375896 7 3 0.002298 0
"1893" 552 13942370 2 2 NA NA
"1894" 552 27605069 6 1 NA NA
"1895" 552 29677960 1 3 0.006987 0
"1896" 552 33718855 8 1 NA NA
"1897" 553 2057489 1 3 0.004598 0
"1898" 553 2641842 7 3 0.00606 0
"1899" 553 25265223 6 1 NA NA
"1900" 553 25992460 8 1 NA NA
"1901" 553 29918750 2 1 NA NA
"1902" 554 20088609 2 2 NA NA
"1903" 554 29455888 1 3 0.014252 0
"1904" 554 32486089 7 3 0.008439 0
"1905" 555 15019017 6 1 NA NA
"1906" 555 23020910 8 1 NA NA
"1907" 555 25677921 1 3 0.002568 0
"1908" 555 32232179 2 1 NA NA
"1909" 555 34305050 7 3 0.010866 0
"1910" 556 12028727 7 3 1e-05 0
"1911" 556 17587849 6 1 NA NA
"1912" 556 24118731 1 3 0.002128 0
"1913" 556 28276611 8 1 NA NA
"1914" 556 34364926 2 1 NA NA
"1915" 557 7899623 6 1 NA NA
"1916" 557 13448130 1 3 0.004009 0
"1917" 557 13980513 7 1 NA NA
"1918" 557 17216336 8 1 NA NA
"1919" 557 29578735 2 1 NA NA
"1920" 558 19894533 1 3 0.003313 0
"1921" 558 19970313 6 1 NA NA
"1922" 558 28718500 2 2 NA NA
"1923" 558 29597328 8 1 NA NA
"1924" 558 33549686 7 3 1e-05 0
"1925" 559 6991635 2 1 NA NA
"1926" 559 12764324 7 3 0.002422 0
"1927" 559 23981878 8 1 NA NA
"1928" 559 26143826 6 1 NA NA
"1929" 559 26981366 1 3 0.003929 0
"1930" 560 223276 1 3 0.043649 0
"1931" 560 24785189 2 2 NA NA
"1932" 560 29793656 7 3 0.002063 0
"1933" 562 4315869 2 2 NA NA
"1934" 562 19438874 7 3 0.043111 0
"1935" 562 31668093 8 1 NA NA
"1936" 562 34084553 1 3 0.004903 0
"1937" 562 34360277 6 1 NA NA
"1938" 563 288395 8 1 NA NA
"1939" 563 3863155 7 3 0.004306 0
"1940" 563 22263166 1 3 0.000431 0
"1941" 563 24310414 2 1 NA NA
"1942" 563 27594893 6 1 NA NA
"1943" 564 12958293 2 1 NA NA
"1944" 564 15569638 8 1 NA NA
"1945" 564 21088689 1 3 0.045034 0
"1946" 564 24728248 7 3 0.001871 0
"1947" 564 34147667 6 1 NA NA
"1948" 565 1363644 2 2 NA NA
"1949" 565 14891756 7 3 1e-05 0
"1950" 565 23446087 6 1 NA NA
"1951" 565 33051617 1 3 0.043897 0
"1952" 565 35847980 8 1 NA NA
"1953" 566 1524624 1 3 0.034545 0
"1954" 566 9041972 7 3 0.001978 0
"1955" 567 7707082 6 1 NA NA
"1956" 567 15519748 2 2 NA NA
"1957" 567 24971613 1 3 0.001924 0
"1958" 567 30792442 7 3 0.007335 0
"1959" 567 35507902 8 1 NA NA
"1960" 568 555511 7 3 0.004582 0
"1961" 568 5866465 1 3 0.100213 0
"1962" 569 27941195 2 2 NA NA
"1963" 569 35591749 7 3 0.027174 0
"1964" 569 35652885 1 3 0.027174 0
"1965" 570 10714708 1 3 0.001724 0
"1966" 570 13355753 7 3 0.001616 0
"1967" 571 14207907 1 3 0.010799 0
"1968" 571 19937876 7 3 0.016217 0
"1969" 572 537211 8 1 NA NA
"1970" 572 11870997 2 1 NA NA
"1971" 572 22761211 6 1 NA NA
"1972" 572 23466033 7 3 0.004659 0
"1973" 572 25585448 1 3 0.011982 0
"1974" 573 3652991 6 1 NA NA
"1975" 573 4642751 2 2 NA NA
"1976" 573 18294552 7 3 0.018868 0
"1977" 573 22169656 8 1 NA NA
"1978" 573 28225258 1 3 0.004556 0
"1979" 574 2073810 2 1 NA NA
"1980" 574 17799464 7 3 0.003938 0
"1981" 574 19050064 1 3 0.004804 0
"1982" 575 21704177 1 3 0.002586 0
"1983" 575 30497913 7 3 0.00169 0
"1984" 576 6480347 8 1 NA NA
"1985" 576 8714296 7 3 0.006547 0
"1986" 576 9639689 6 1 NA NA
"1987" 576 14624701 2 2 NA NA
"1988" 576 35154592 1 3 0.007814 0
"1989" 577 13026050 7 3 0.000694 0
"1990" 577 27263771 2 2 NA NA
"1991" 577 36123655 1 3 0.001862 0
"1992" 578 2024144 1 3 0.025589 0
"1993" 578 8501308 7 3 0.013791 0
"1994" 578 15685856 2 2 NA NA
"1995" 579 9985435 1 3 0.004515 0
"1996" 579 17259711 7 3 0.000851 0
"1997" 579 20974109 8 1 NA NA
"1998" 579 27834901 6 1 NA NA
"1999" 580 18150023 2 1 NA NA
"2000" 580 20789291 1 3 0.004918 0
"2001" 580 31264738 6 1 NA NA
"2002" 580 35760124 8 1 NA NA
"2003" 580 36873234 7 3 0.003808 0
"2004" 581 3329891 1 3 0.044473 0
"2005" 581 10188863 6 1 NA NA
"2006" 581 21022046 2 1 NA NA
"2007" 581 23470103 7 1 NA NA
"2008" 581 36702006 8 1 NA NA
"2009" 582 5499238 6 1 NA NA
"2010" 582 6018362 8 1 NA NA
"2011" 582 10369680 7 3 0.041277 0
"2012" 582 22602336 1 3 0.114568 0
"2013" 582 28415338 2 2 NA NA
"2014" 583 13667814 7 3 0.004853 0
"2015" 583 20988845 1 3 0.005087 0
"2016" 585 8512776 1 3 0.00076 0
"2017" 586 9242328 7 3 0.002695 0
"2018" 586 12944676 2 1 NA NA
"2019" 586 28296842 6 1 NA NA
"2020" 586 29542674 8 1 NA NA
"2021" 586 32093996 1 3 0.004971 0
"2022" 587 9372982 2 1 NA NA
"2023" 587 13493670 8 1 NA NA
"2024" 587 15018984 7 3 0.005749 0
"2025" 587 16970157 6 1 NA NA
"2026" 587 32951487 1 3 0.006726 0
"2027" 588 9030557 7 3 0.002653 0
"2028" 588 15382535 8 2 NA NA
"2029" 588 20507518 2 2 NA NA
"2030" 588 21804550 6 2 NA NA
"2031" 588 32137306 1 3 0.007508 0
"2032" 590 3627907 8 1 NA NA
"2033" 590 13952644 2 1 NA NA
"2034" 590 21350747 1 3 0.0272 0
"2035" 590 33974402 6 1 NA NA
"2036" 590 36840659 7 3 0.002783 0
"2037" 592 4142394 7 3 0.001776 0
"2038" 592 5452943 6 1 NA NA
"2039" 592 11741718 2 1 NA NA
"2040" 592 14169156 8 1 NA NA
"2041" 592 30118109 1 3 0.005055 0
"2042" 593 5506391 1 3 0.004007 0
"2043" 594 10647240 2 1 NA NA
"2044" 594 32213480 1 3 0.008897 1
"2045" 596 4482932 2 2 NA NA
"2046" 596 26392574 1 3 0.014274 0
"2047" 596 26886174 7 3 0.002473 0
