"AdID" "LocationID" "CategoryID" "Params" "Price" "Title" "IsContext"
"16072" 16072 3350 50 "{44:'Стройматериалы'}" 3600 "Плиты перекрытия нвк 27-12-8п" 0
"16073" 16073 2291 54 "{576:'< 5', 550:'1', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}" 18000 "1-к квартира, 35 м², 3/4 эт." 0
"16074" 16074 3953 60 "{178:'Для девочек', 179:'Обувь', 125:'25'}" 800 "Туфли" 0
"16075" 16075 3953 41 "{480:'Запчасти', 143:'Аксессуары'}" 800 "Задняя крышка панель Sony z2 фиолетовая" 0
"16076" 16076 547 250005 "{716:'Сад, благоустройство'}" 1000 "Вскопка земли мотоблоком. Зем. работы. Демонтаж. В" 0
"16077" 16077 1156 54 "{576:'9-12', 550:'1', 201:'Сдам', 503:'Панельный', 567:'Не первый и не последний', 504:'На длительный срок'}" 9000 "1-к квартира, 36 м², 6/9 эт." 0
"16078" 16078 1294 38 "{45:'Другое'}" 328 "Сушилка для белья настенная раздвижная 80см" 0
"16079" 16079 3960 53 "{181:'Промышленное'}" 155000 "Одгэ-5" 0
"16080" 16080 3679 26 "{132:'Наушники'}" 425 "Наушники \"\"Monster\"\" md-a51 (новые)" 0
"16081" 16081 3953 60 "{112:'122-128 см (6-8 лет)', 178:'Для девочек', 179:'Верхняя одежда'}" 1000 "Полукомбинезон Reims" 0
"16082" 16082 3953 11 "{104:'Часы'}" 3967 "Яркие часы Sport Green" 0
"16083" 16083 3308 43 "{1283:'С пробегом', 633:'Красный', 1159:0, 210:'Honda', 184:'270 000 - 279 999', 1162:0, 1165:0, 1135:0, 632:'1.5', 1138:0, 244:'Civic', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'1993', 185:'Механика'}" 150000 "Honda Civic, 1993" 0
"16084" 16084 3960 38 "{45:'Предметы интерьера, искусство'}" 6250 "Футболист Германия гдр" 0
"16085" 16085 575 47 "{127:'Детские коляски'}" 5000 "Тако коляска трансформер" 0
"16086" 16086 3953 38 "{45:'Шкафы и комоды'}" 9000 "Шкаф 15.07 клен глянец" 0
"16087" 16087 3960 3 "" 500 "Витамины для беременных Femibion 2" 0
"16088" 16088 4370 50 "{44:'Инструменты'}" 1000 "Чудо лопата 52 см" 0
"16089" 16089 1729 250004 "{714:'Строительство', 715:'Полный день', 822:'Среднее специальное', 823:'5', 824:'Мужской', 825:'30'}" 15000 "Водитель B. C Сварщик" 0
"16090" 16090 3953 5 "{165:'Туризм'}" 500 "Весло гребное 1800 мм" 0
"16091" 16091 3953 38 "{45:'Кухонные гарнитуры'}" 14900 "Кухня Small (для маленькой кухни)" 0
"16092" 16092 2142 250005 "{716:'Ремонт, строительство'}" 390 "Кровельная бригада" 0
"16093" 16093 2643 38 "{45:'Кровати, диваны и кресла'}" 15000 "Мягкий уголок в отличном состояниии" 0
"16094" 16094 3771 34 "{800:'114.3', 801:'50', 5:'Шины, диски и колёса', 709:'Диски', 796:'Литые', 797:'19', 798:'7.5', 799:'5'}" 15000 "Диски Opus R19 5x114.3" 0
"16095" 16095 2495 50 "{44:'Инструменты'}" 0 "Отбойный молоток Makita 1304" 0
"16096" 16096 3771 52 "{167:'Книги'}" 165 "Пермская Лениниана в 6т" 0
"16097" 16097 3960 250005 "{716:'Красота, здоровье'}" 1000 "Татуировка тату tattoo" 0
"16098" 16098 1751 34 "{817:'Запчасти для ТО', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Двигатель" 0
"16099" 16099 3960 22 "{90:'44–46 (M)', 83:'Платья и юбки', 175:'Женская одежда'}" 3500 "Платье вечернее с жемчугом" 0
"16100" 16100 3953 60 "{178:'Для девочек', 179:'Обувь', 125:'24'}" 1500 "Сапоги для девочки Reima" 0
"16101" 16101 4005 54 "{549:'2', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не последний', 575:'5-8'}" 2050000 "2-к квартира, 46 м², 1/5 эт." 0
"16102" 16102 2610 54 "{576:'5-8', 550:'1', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}" 6500 "1-к квартира, 36 м², 3/5 эт." 0
"16103" 16103 2791 43 "{1283:'С пробегом', 633:'Зелёный', 232:'Spark', 184:'40 000 - 44 999', 695:'Передний', 632:'1.0', 210:'Chevrolet', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'2011'}" 420000 "Chevrolet Spark, 2011" 0
"16104" 16104 3960 34 "{817:'Запчасти для ТО', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Джип Чероки Jeep Cherokee бу Авто Разбор" 0
"16105" 16105 3960 52 "{167:'Книги'}" 200 "Е. А. Островская мл \"\"Тибетский буддизм\"\"" 0
"16106" 16106 2164 42 "{202:'Продам', 556:'Дом', 525:'4'}" 4200000 "Дом 150 м² на участке 18 сот." 0
"16107" 16107 2306 5 "" 2600 "Тренажер Bradex стройные ноги" 0
"16108" 16108 3537 60 "{178:'Для девочек', 179:'Шапки, варежки, шарфы'}" 400 "Шапочки" 0
"16109" 16109 1061 42 "{202:'Продам', 556:'Дом', 525:'101'}" 1600000 "Дом 54 м² на участке 14.5 сот." 0
"16110" 16110 3807 38 "{45:'Компьютерные столы и кресла'}" 2250 "Компьютерный стол угловой" 0
"16111" 16111 992 54 "{576:'< 5', 550:'2', 201:'Сдам', 503:'Кирпичный', 567:'Не последний', 504:'На длительный срок'}" 15000 "2-к квартира, 58 м², 1/2 эт." 0
"16112" 16112 1902 22 "{176:'Обувь', 98:'< 40', 175:'Мужская одежда'}" 1490 "Reebok Smothfuse\"\"Blue замша" 0
"16113" 16113 2338 54 "{549:'1', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не первый', 575:'< 5'}" 950000 "1-к квартира, 29 м², 4/4 эт." 0
"16114" 16114 2451 45 "{211:'Другая'}" 1 "Отдам маленькую девочку" 0
"16115" 16115 3960 22 "{176:'Брюки', 175:'Мужская одежда', 95:'50–52 (XL)'}" 2500 "Шорты мужские - ACU Digital Camouflage" 0
"16116" 16116 3921 54 "{549:'3', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}" 3900000 "3-к квартира, 68 м², 9/10 эт." 0
"16117" 16117 3953 22 "{175:'Аксессуары'}" 800 "Подарок для мужчины или девушки органайзер Grid-IT" 0
"16118" 16118 3960 22 "{89:'40–42 (XS)', 83:'Пиджаки и костюмы', 175:'Женская одежда'}" 349 "Черный вельветовый пиджак р42" 0
"16119" 16119 346 34 "{5:'Аксессуары'}" 10000 "Продам катюшу" 0
"16120" 16120 2143 54 "{549:'3', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'5-8'}" 3750000 "3-к квартира, 65 м², 2/5 эт." 0
"16121" 16121 4029 54 "{549:'3', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый', 575:'9-12'}" 2080000 "3-к квартира, 64 м², 9/9 эт." 0
"16122" 16122 3960 34 "{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Двигатель phfa Форд Транзит 2.4 турбодизель phfc" 0
"16123" 16123 926 54 "{549:'3', 201:'Продам', 498:'Монолитный', 499:'Новостройка', 566:'Не первый и не последний', 575:'13-16'}" 4174900 "3-к квартира, 101 м², 4/13 эт." 0
"16124" 16124 3953 22 "{88:'40', 83:'Обувь', 175:'Женская одежда'}" 0 "Туфли кожа" 0
"16125" 16125 4145 29 "{483:'Мониторы'}" 1500 "Мониторы ЖК 17\"\"" 0
"16126" 16126 3953 60 "{178:'Для мальчиков', 118:'86-92 см (1-2 года)', 110:'Брюки'}" 50 "Брюки, джинсы 86-98" 0
"16127" 16127 346 43 "{1283:'С пробегом', 633:'Красный', 1159:0, 210:'ВАЗ (LADA)', 184:'150 000 - 159 999', 1162:0, 1165:0, 1135:0, 632:'1.6', 1138:0, 280:'2114 Samara', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'2005', 185:'Механика'}" 58000 "ВАЗ 2114 Samara, 2005" 0
"16128" 16128 547 22 "{83:'Трикотаж', 93:'> 50 (XXL)', 175:'Женская одежда'}" 600 "Кофта женская" 0
"16129" 16129 3960 14 "{42:'Погрузчики'}" 385000 "Автопогрузчик nissanp1F1A15D" 0
"16130" 16130 3193 22 "{90:'Без размера', 83:'Платья и юбки', 175:'Женская одежда'}" 250 "Продаю платья и юбки б-у в хорошем состоянии" 0
"16131" 16131 972 250005 "{716:'Ремонт, строительство'}" 1 "Кованые, бытовые и строительные металлоконструкции" 0
"16132" 16132 3533 33 "{531:'Поселений (ИЖС)', 203:'Продам'}" 160000 "Участок 10 сот. (ИЖС)" 0
"16133" 16133 992 54 "{576:'5-8', 550:'1', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}" 15000 "1-к квартира, 32 м², 3/5 эт." 0
"16134" 16134 3127 42 "{528:'На длительный срок', 202:'Сдам', 557:'Дом', 526:'0'}" 25000 "Дом 90 м² на участке 1 сот." 0
"16135" 16135 3960 43 "{257:'626', 1283:'С пробегом', 633:'Синий', 1159:0, 210:'Mazda', 184:'150 000 - 159 999', 1162:0, 1165:0, 1135:0, 632:'2.0', 1138:0, 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'1998', 185:'Механика'}" 174000 "Mazda 626, 1998" 0
"16136" 16136 3953 22 "{176:'Рубашки', 194:'46–48 (M)', 175:'Мужская одежда'}" 1500 "Поло оригинальное Lacoste" 0
"16137" 16137 3960 22 "{175:'Аксессуары'}" 3495 "Рей бэн 50002" 0
"16138" 16138 2077 47 "{127:'Товары для кормления'}" 1000 "Стерилизатор для детских бутылочек" 0
"16139" 16139 346 60 "{178:'Для девочек', 179:'Обувь', 125:'32'}" 600 "Босоножки (Котофей), натур. кожа" 0
"16140" 16140 2927 35 "" 0 "Торф в любом количестве" 0
"16141" 16141 346 45 "{211:'Джек Рассел терьер'}" 4000 "Щенки джек рассела (метисы)" 0
"16142" 16142 3559 54 "{576:'5-8', 550:'1', 201:'Сдам', 503:'Панельный', 567:'Не первый и не последний', 504:'На длительный срок'}" 15000 "1-к квартира, 30 м², 3/5 эт." 0
"16143" 16143 992 52 "{167:'Книги'}" 40 "Шелдон Ничто не вечно 1999" 0
"16144" 16144 3960 47 "{127:'Велосипеды и самокаты'}" 2000 "Велосипед \"\"Lexus Trike\"\"" 0
"16145" 16145 926 54 "{549:'1', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}" 2250000 "1-к квартира, 40 м², 8/9 эт." 0
"16146" 16146 3960 52 "{167:'Книги'}" 425 "Структура научных революций. Кун Томас" 0
"16147" 16147 3960 22 "{83:'Верхняя одежда', 86:'44–46 (M)', 175:'Женская одежда'}" 0 "Дубленка, почти новая" 0
"16148" 16148 3953 2 "" 6900 "Acer aspire one zg8 с новым аккумом" 0
"16149" 16149 1344 22 "{88:'37', 83:'Обувь', 175:'Женская одежда'}" 3500 "Сапоги зимние" 0
"16150" 16150 4545 50 "{44:'Камины и обогреватели'}" 15000 "Navien ACE" 0
"16151" 16151 3960 60 "{178:'Для девочек', 179:'Обувь', 125:'22'}" 400 "Туфли" 0
"16152" 16152 3960 26 "{132:'Музыкальные центры, магнитолы'}" 14900 "Аудиосистема Geneva model M walnut" 0
"16153" 16153 343 50 "{44:'Стройматериалы'}" 12 "Кирпич" 0
"16154" 16154 3976 22 "{90:'42–44 (S)', 83:'Платья и юбки', 175:'Женская одежда'}" 1150 "Платье р-р 44" 0
"16155" 16155 972 33 "{730:'За городом', 203:'Куплю', 751:'Поселений (ИЖС)'}" 0 "Куплю участок (ИЖС)" 0
"16156" 16156 4173 13 "{137:'Игры для приставок'}" 2000 "Sleeping Dogs Definitive Edition PS4" 0
"16157" 16157 1000031 42 "{202:'Продам', 556:'Дача', 525:'3'}" 950000 "Дача 47 м² на участке 5 сот." 0
"16158" 16158 3960 22 "{176:'Обувь', 98:'< 40', 175:'Мужская одежда'}" 2750 "Кеды Converse" 0
"16159" 16159 2840 250005 "{716:'Мастер на час'}" 0 "Мастера на час(муж на час), только для Вас" 0
"16160" 16160 3976 34 "{802:'14', 803:'Кованые', 804:'Летние', 5:'Шины, диски и колёса', 806:'60', 808:'4', 809:'98', 709:'Колёса', 805:'185'}" 8000 "Ковка R14 на ВАЗ Лето" 0
"16161" 16161 1261 26 "{132:'Видеокамеры'}" 400 "MiniDV" 0
"16162" 16162 3953 34 "{817:'Стекла', 5:'Запчасти', 598:'Для автомобилей'}" 4500 "Лобовое стекло бмв 5 серия Е60/Е61" 0
"16163" 16163 3728 50 "{44:'Стройматериалы'}" 0 "Бетон раствор насос" 0
"16164" 16164 3960 22 "{175:'Аксессуары'}" 3500 "Продам Новую сумку Chloe" 0
"16165" 16165 3976 53 "{181:'Промышленное'}" 120000 "Аспирационная установка 9000 куб. м. ч" 0
"16166" 16166 3771 43 "{1283:'С пробегом', 633:'Синий', 1159:0, 210:'Volvo', 184:'25 000 - 29 999', 1162:0, 279:'V40 Cross Country', 1165:0, 1135:0, 1329:'1.4', 1138:0, 695:'Передний', 696:'левый', 697:'Не битый', 186:'Дизель', 187:'Кроссовер', 188:'2013', 185:'Автомат'}" 1300000 "Volvo V40 Cross Country, 2013" 0
"16167" 16167 1667 53 "{181:'Промышленное'}" 2 "Сверла" 0
"16168" 16168 3177 33 "{730:'За городом', 203:'Куплю', 751:'Сельхозназначения (СНТ, ДНП)'}" 2e+05 "Куплю участок (СНТ, ДНП)" 0
"16169" 16169 2294 10 "" 1250 "Аквариум" 0
"16170" 16170 4040 54 "{549:'2', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}" 2600000 "2-к квартира, 54 м², 6/9 эт." 0
"16171" 16171 4294 37 "{14:'Монеты'}" 0 "Альбомы для монет" 0
"16172" 16172 3127 42 "{202:'Продам', 556:'Дом', 525:'0'}" 4500000 "Дом 50 м² на участке 6 сот." 0
"16173" 16173 3960 60 "{178:'Для девочек', 179:'Обувь', 125:'21'}" 1500 "Ботиночки для девочки" 0
"16174" 16174 3953 11 "{104:'Часы'}" 600 "Спортивные часы" 0
"16175" 16175 3022 50 "{44:'Окна и балконы'}" 0 "2-х створчатые окна" 0
"16176" 16176 3960 23 "{7:'Надувные лодки'}" 25050 "Надувные лодки пвх Viking VN-320LE" 0
"16177" 16177 2111 54 "{549:'3', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}" 3470000 "3-к квартира, 67 м², 7/9 эт." 0
"16178" 16178 2840 54 "{549:'2', 201:'Продам', 498:'Кирпичный', 499:'Новостройка', 566:'Не первый и не последний', 575:'13-16'}" 2050000 "2-к квартира, 67 м², 8/16 эт." 0
"16179" 16179 3953 14 "{42:'Тягачи'}" 1400000 "Продам Volvo fh-12 сцепка прицеп Pacton(Реф)" 0
"16180" 16180 3960 60 "{178:'Для мальчиков', 124:'22', 110:'Обувь'}" 750 "Резиновые сапожки Reima" 0
"16181" 16181 1294 53 "{181:'Другое'}" 37000 "Балансировочный станок 4524Е nordberg" 0
"16182" 16182 3960 47 "{127:'Детская мебель'}" 10000 "Продаю кроватку детскую palli zoo" 0
"16183" 16183 1261 250006 "{712:'Полный день', 827:'Более 3 лет', 711:'Автомобильный бизнес'}" 900 "Машина в аренду" 0
"16184" 16184 3953 41 "{480:'Кабели и адаптеры', 143:'Аксессуары'}" 390 "Зарядное устройство для всех телефонов USB" 0
"16185" 16185 1788 41 "{143:'Samsung'}" 400 "Samsung E1310 в Магазине" 0
"16186" 16186 3953 52 "" 57 "Элигий Ставский- Повести" 0
"16187" 16187 346 250006 "{712:'Полный день', 827:'Не имеет значения', 711:'Без опыта, студенты'}" 0 "Мерчендайзер" 0
"16188" 16188 3960 50 "{44:'Стройматериалы'}" 0 "Доска обрезная размер 25ммx100ммx6м" 0
"16189" 16189 918 42 "{202:'Продам', 556:'Дом', 525:'15'}" 75000 "Дом 60 м² на участке 1 сот." 0
"16190" 16190 1261 250005 "{716:'Деловые услуги', 719:'Перевод'}" 190 "Перевод текстов с/на английский язык" 0
"16191" 16191 3976 22 "{88:'> 41', 83:'Обувь', 175:'Женская одежда'}" 300 "Сланцы легкие" 0
"16192" 16192 3960 22 "{90:'42–44 (S)', 83:'Платья и юбки', 175:'Женская одежда'}" 3000 "Платье mango" 0
"16193" 16193 2225 22 "{90:'42–44 (S)', 83:'Платья и юбки', 175:'Женская одежда'}" 425 "Женская юбка-колокольчик" 0
"16194" 16194 3891 9 "{51:'Товары для кухни'}" 700 "Подставка" 0
"16195" 16195 346 43 "{1283:'С пробегом', 633:'Чёрный', 1159:0, 210:'Volkswagen', 184:'50 000 - 54 999', 1162:0, 1165:0, 1135:0, 632:'1.4', 1138:0, 278:'Passat', 695:'Передний', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'2012', 185:'Механика'}" 820000 "Volkswagen Passat, 2012" 0
"16196" 16196 3904 47 "{127:'Детская мебель'}" 3900 "Детский спортивный комплекс" 0
"16197" 16197 3960 38 "{45:'Текстиль и ковры'}" 700 "Тюль Органза Геометрия" 0
"16198" 16198 1294 34 "{5:'Аудио- и видеотехника'}" 24500 "Нч динамик Memphis Car Audio M5 15-M512D2" 0
"16199" 16199 1945 34 "{5:'Инструменты'}" 1500 "Пила дружба" 0
"16200" 16200 3953 34 "{817:'Топливная и выхлопная системы', 5:'Запчасти', 598:'Для автомобилей'}" 0 "Топливный насос 55586499 Opel и др зп. ч" 0
"16201" 16201 1152 22 "{83:'Свадебные платья', 476:'42–44 (S)', 175:'Женская одежда'}" 5000 "Нежное, красивое свадебное платье" 0
"16202" 16202 241 20 "" 450 "Утки" 0
"16203" 16203 1667 34 "{5:'Инструменты'}" 1700 "Полировальная машина" 0
"16204" 16204 343 250005 "{716:'Другое'}" 0 "Прокладка водопровода" 0
"16205" 16205 2277 60 "{112:'98-104 см (2-4 года)', 178:'Для девочек', 179:'Верхняя одежда'}" 350 "Курточка" 0
"16206" 16206 72 42 "{728:'В черте города', 202:'Куплю', 757:'Дача'}" 0 "Куплю дачу" 0
"16207" 16207 44 33 "{531:'Сельхозназначения (СНТ, ДНП)', 203:'Продам'}" 250000 "Участок 6 сот. (СНТ, ДНП)" 0
"16208" 16208 3960 60 "{112:'86-92 см (1-2 года)', 178:'Для девочек', 179:'Верхняя одежда'}" 1000 "Курточка на девочку" 0
"16209" 16209 4005 53 "{181:'Промышленное'}" 42000 "Электродвигатели для модернизации производства" 0
"16210" 16210 343 53 "{181:'Другое'}" 5 "Тальк присыпка порошек" 0
"16211" 16211 1299 50 "{44:'Сантехника и сауна'}" 750 "Мойка без смесителя" 0
"16212" 16212 3939 54 "{549:'2', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}" 2150000 "2-к квартира, 53 м², 4/9 эт." 0
"16213" 16213 3960 22 "{176:'Пиджаки и костюмы', 99:'46–48 (M)', 175:'Мужская одежда'}" 23600 "Новый пиджак Dolce Gabbana" 0
"16214" 16214 176 54 "{549:'3', 201:'Продам', 498:'Монолитный', 499:'Новостройка', 566:'Не первый и не последний', 575:'5-8'}" 6200000 "3-к квартира, 128 м², 5/7 эт." 0
"16215" 16215 3960 34 "{709:'Шины', 731:'215', 732:'65', 733:'16', 734:'Всесезонные', 5:'Шины, диски и колёса'}" 10000 "Bridgestone" 0
"16216" 16216 3960 47 "{127:'Товары для купания'}" 150 "Подгузники-трусики для плавания Libero swimpants" 0
"16217" 16217 4292 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 1000 "Балка задняя Тойота Витц Vitz" 0
"16218" 16218 3939 34 "{5:'Прицепы'}" 26950 "Новый прицеп крд 050101 в наличии" 0
"16219" 16219 1110 34 "{5:'Запчасти', 598:'Для автомобилей'}" 2000 "Воздуховод nissan fuga 16554-EG000" 0
"16220" 16220 3960 11 "{104:'Часы'}" 4e+05 "Rolex Oyster Perpetual Deepsea 116660" 0
"16221" 16221 4172 60 "{178:'Для девочек', 115:'98-104 см (2-4 года)', 179:'Платья и юбки'}" 50 "Фирменная одежда/обувь от0-9лет Новая и бу" 0
"16222" 16222 832 50 "{44:'Инструменты'}" 2000 "Ключи новые" 0
"16223" 16223 3960 22 "{175:'Аксессуары'}" 2400 "Кошелек michael kors кожаный" 0
"16224" 16224 1057 50 "{44:'Стройматериалы'}" 15 "Арматура от завода изготовителя" 0
"16225" 16225 3953 60 "{178:'Для девочек', 115:'86-92 см (1-2 года)', 179:'Платья и юбки'}" 500 "Платье 92 размера" 0
"16226" 16226 2474 54 "{549:'1', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не последний', 575:'< 5'}" 1550000 "1-к квартира, 34 м², 1/2 эт." 0
"16227" 16227 569 53 "{181:'Промышленное'}" 9000 "Продам" 0
"16228" 16228 3960 33 "{531:'Поселений (ИЖС)', 203:'Продам'}" 306029133 "Участок 18 сот. (ИЖС)" 0
"16229" 16229 1403 34 "{817:'Автосвет', 5:'Запчасти', 598:'Для автомобилей'}" 2000 "Фонарь задний стоп Митсубиси Паджеро Монтеро 3" 0
"16230" 16230 992 5 "{165:'Другое'}" 290 "Утяжелители голеностопа, запястья 0.75 кг FL97843" 0
"16231" 16231 1127 30 "{785:'Нет', 204:'Продам', 532:'Гараж', 783:'Металлический'}" 45000 "Гараж, 18 м²" 0
"16232" 16232 3771 60 "{178:'Для мальчиков', 110:'Верхняя одежда', 119:'110-116 см (4-6 лет)'}" 4250 "Новый зимний комплект Luhta" 0
"16233" 16233 3960 22 "{176:'Обувь', 98:'43', 175:'Мужская одежда'}" 8990 "Nеw Balance (NB) M990GL3 (Made in USA)" 0
"16234" 16234 2474 34 "{5:'Запчасти', 598:'Для автомобилей'}" 2500 "Кулак поворотный для Рено Логан" 0
"16235" 16235 3350 43 "{258:'S-класс', 1283:'С пробегом', 633:'Белый ', 184:'130 000 - 139 999', 695:'Задний', 632:'3.2', 210:'Mercedes-Benz', 185:'Автомат', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Седан', 188:'1994'}" 425000 "Mercedes-Benz S-класс, 1994" 0
"16236" 16236 3282 250005 "{716:'Установка техники', 718:'Установка техники'}" 2500 "Установка газовых счётчиков" 0
"16237" 16237 3960 34 "{5:'Багажники и фаркопы'}" 2500 "Мерседес спринтер 906 держатель запаски 901-906" 0
"16238" 16238 3953 34 "{5:'Прицепы'}" 45600 "Прицеп \"\"Tiki Treiler BE450-L\"\"" 0
"16239" 16239 642 250006 "{712:'Сменный график', 827:'Более 1 года', 711:'Продажи'}" 0 "Продавец-флорист" 0
"16240" 16240 3960 22 "{88:'38', 83:'Обувь', 175:'Женская одежда'}" 700 "Сапоги осень-зима 38р" 0
"16241" 16241 1261 60 "{178:'Для девочек', 179:'Шапки, варежки, шарфы'}" 300 "Шапочки теплые" 0
"16242" 16242 346 14 "{42:'Грузовики'}" 105000 "Авиа 31" 0
"16243" 16243 1788 43 "{1283:'С пробегом', 633:'Золотой', 184:'40 000 - 44 999', 632:'2.0', 210:'Hyundai', 246:'Tucson', 695:'Передний', 696:'левый', 185:'Механика', 186:'Бензин', 187:'Внедорожник', 188:'2008'}" 593000 "Hyundai Tucson, 2008" 0
"16244" 16244 4545 54 "{549:'1', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'5-8'}" 3500000 "1-к квартира, 32 м², 2/5 эт." 0
"16245" 16245 3505 43 "{1283:'С пробегом', 262:'Zafira', 633:'Синий', 184:'140 000 - 149 999', 695:'Передний', 632:'1.8', 210:'Opel', 185:'Механика', 696:'левый', 697:'Битый', 186:'Бензин', 187:'Минивэн', 188:'2000'}" 150000 "Opel Zafira, 2000" 0
"16246" 16246 529 43 "{1283:'С пробегом', 633:'Чёрный', 184:'100 000 - 109 999', 695:'Передний', 632:'2.4', 210:'Honda', 244:'Accord', 185:'Автомат', 696:'левый', 697:'Не битый', 1146:1, 187:'Седан', 188:'2010', 186:'Бензин'}" 9e+05 "Honda Accord, 2010" 0
"16247" 16247 2203 42 "{729:'В черте города', 202:'Сниму', 559:'Дом', 791:'Посуточно'}" 0 "Сниму дом" 0
"16248" 16248 3193 250004 "{714:'Строительство', 715:'Полный день', 822:'Среднее специальное', 823:'10', 824:'Мужской', 825:'27'}" 100 "Ремонт, отделка, евро-эконом" 0
"16249" 16249 1261 37 "{14:'Монеты'}" 0 "Ранние советы 1946 - 1957" 0
"16250" 16250 1294 250005 "{716:'Другое'}" 100 "Чеки на детские товары" 0
"16251" 16251 3960 52 "{167:'Учебная литература'}" 300 "Headway Academic skills. all levels. Oxford" 0
"16252" 16252 2143 29 "{483:'Веб-камеры'}" 500 "Webcam" 0
"16253" 16253 2430 57 "{130:'Парфюмерия'}" 500 "Prada - Prada" 0
"16254" 16254 3960 11 "{104:'Часы'}" 4490 "Часы Casio EFR-527L-7A оригинал доставка" 0
"16255" 16255 3976 50 "{44:'Стройматериалы'}" 2900 "Бетон B25 W4 П3" 0
"16256" 16256 2077 47 "{127:'Детские коляски'}" 20000 "Детская коляска Cam Elite (Кам Мину Элит) 3в1" 0
"16257" 16257 1653 34 "{800:'115', 801:'41', 5:'Шины, диски и колёса', 709:'Диски', 796:'Литые', 797:'16', 798:'6.5', 799:'5'}" 3490 "Литые Диски R16 5x115 ET41 Replica OP23" 0
"16258" 16258 3196 33 "{531:'Поселений (ИЖС)', 203:'Продам'}" 320000 "Участок 8 сот. (ИЖС)" 0
"16259" 16259 2875 29 "{483:'Клавиатуры и мыши'}" 3000 "Steelseries sensei fnatic" 0
"16260" 16260 3671 53 "{181:'Другое'}" 70000 "Аэрохоккей\"\"IceFire\"\"" 0
"16261" 16261 3960 60 "{178:'Для мальчиков', 124:'> 36', 110:'Обувь'}" 350 "Ботинки р.37" 0
"16262" 16262 3681 250004 "{714:'Транспорт, логистика', 715:'Полный день', 822:'Высшее', 823:'8', 824:'Мужской', 825:'34'}" 28000 "Завгар, гл. механик, начальник автохозяйства, инже" 0
"16263" 16263 3960 50 "{44:'Стройматериалы'}" 1415 "Italon Prestige Rosso Rubino Rett Polished 30х60 н" 0
"16264" 16264 4294 60 "{178:'Для девочек', 115:'98-104 см (2-4 года)', 179:'Платья и юбки'}" 400 "Праздничное платье" 0
"16265" 16265 992 60 "{178:'Для девочек', 179:'Обувь', 125:'< 19'}" 500 "Таши орто. Сандали ортопедические 19 размер" 0
"16266" 16266 3953 37 "{14:'Монеты'}" 13000 "Чистого серебра 4 золотника 21 доля 1845 год" 0
"16267" 16267 3498 34 "{709:'Диски', 799:'5', 796:'Литые', 5:'Шины, диски и колёса', 797:'17'}" 10000 "Диски для бмв Х5" 0
"16268" 16268 1057 31 "{212:'Шотландская'}" 0 "Продаются котята" 0
"16269" 16269 3976 34 "{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}" 4000 "Капот на Део Эсперо" 0
"16270" 16270 992 34 "{817:'Автосвет', 5:'Запчасти', 598:'Для автомобилей'}" 8000 "Фара левая VW Golf VI" 0
"16271" 16271 3350 60 "{178:'Для девочек', 115:'122-128 см (6-8 лет)', 179:'Платья и юбки'}" 250 "Платье" 0
"16272" 16272 3960 53 "{181:'Для ресторана'}" 40320 "Сенсорный POS-терминал qpos T. T. O" 0
"16273" 16273 4545 38 "{45:'Кровати, диваны и кресла'}" 7500 "2-х спальная кровать" 0
"16274" 16274 3960 41 "{143:'LG'}" 100 "Модуль LG E960" 0
